  No;Problem;                                                                            ;;
 128;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s7.tptp;    4.94; Sat  ;
 129;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s8.tptp;    2.03; Sat  ;
 130;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c140s9.tptp;    0.17; Unsat;
 131;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s0.tptp;    0.84; Unsat;
 132;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s1.tptp;   11.34; Sat  ;
 133;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s2.tptp;   11.30; Sat  ;
 134;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s3.tptp;    1.35; Sat  ;
 135;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s4.tptp;    0.87; Unsat;
 136;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s5.tptp;    5.43; Unsat;
 137;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s6.tptp;    1.18; Sat  ;
 138;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s7.tptp;    0.11; Unsat;
 139;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s8.tptp;    2.32; Sat  ;
 140;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c160s9.tptp;    0.07; Unsat;
 141;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s0.tptp;    0.40; Unsat;
 142;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s1.tptp;    0.20; Unsat;
 143;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s2.tptp;    0.12; Unsat;
 144;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s3.tptp;    0.25; Unsat;
 145;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s4.tptp;    4.45; Sat  ;
 146;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s5.tptp;    0.18; Unsat;
 147;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s6.tptp;   11.03; Unsat;
 148;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s7.tptp;    0.27; Unsat;
 149;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s8.tptp;    0.34; Unsat;
 150;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c180s9.tptp;    1.23; Unsat;
 151;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s0.tptp;    0.30; Unsat;
 152;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s1.tptp;    0.11; Unsat;
 153;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s2.tptp;    0.63; Unsat;
 154;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s3.tptp;    0.51; Unsat;
 155;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s4.tptp;    0.25; Unsat;
 156;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s5.tptp;    0.06; Unsat;
 157;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s6.tptp;    2.28; Unsat;
 158;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s7.tptp;    0.34; Unsat;
 159;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s8.tptp;    0.25; Unsat;
 160;3CNF2/v04m1d2C[[0,2,3]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c200s9.tptp;    0.12; Unsat;
 161;3CNF2/v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s0.tptp;    0.03; Sat  ;
 162;3CNF2/v04m1d2C[[0,3,2]]p[[[],[0,3,0],[0,3,3,0]]]nm0.5np0.5c080s1.tptp;    0.03; Sat  ;
