Prover,System,Problem,Execution Time,Result
lwb,vampire,k_grz_p.0300.,5.45, Unsat
lwb,vampire,k_grz_p.0400.,12.43, Unsat
lwb,vampire,k_grz_p.0500.,23.83, Unsat
lwb,vampire,k_grz_p.0600.,40.95, Unsat
lwb,vampire,k_grz_p.0700.,64.69, Unsat
lwb,vampire,k_grz_p.0800.,96.61, Unsat
lwb,vampire,k_grz_p.0900.,138.11, Unsat
lwb,vampire,k_grz_p.1000.,187.33, Unsat
lwb,vampire,k_grz_p.1100.,249.81, Sat  
lwb,vampire,k_grz_p.1200.,325.36, Unsat
lwb,vampire,k_grz_p.1300.,411.49, Unsat
lwb,vampire,k_grz_p.1400.,513.31, Unsat
lwb,vampire,k_grz_p.1500.,634.2, Unsat
lwb,vampire,k_grz_p.1600.,773.34, Unsat
lwb,vampire,k_grz_p.1700.,931.45, Unsat
lwb,vampire,k_grz_p.1800.,9999999.0,NULL
lwb,vampire,k_grz_p.1900.,9999999.0,NULL
lwb,vampire,k_grz_p.2000.,9999999.0,NULL
lwb,vampire,k_grz_p.2100.,9999999.0,NULL
lwb,vampire,k_grz_p.2200.,9999999.0,NULL
lwb,vampire,k_grz_p.2300.,9999999.0,NULL
lwb,vampire,k_grz_p.2400.,9999999.0,NULL
lwb,vampire,k_grz_p.2500.,9999999.0,NULL
lwb,vampire,k_grz_p.2600.,9999999.0,NULL
lwb,vampire,k_grz_p.2700.,9999999.0,NULL
lwb,vampire,k_grz_p.2800.,9999999.0,NULL
lwb,vampire,k_grz_p.2900.,9999999.0,NULL
lwb,vampire,k_grz_p.3000.,9999999.0,NULL
lwb,vampire,k_grz_p.3100.,9999999.0,NULL
lwb,vampire,k_grz_p.3200.,9999999.0,NULL
lwb,vampire,k_grz_p.3300.,9999999.0,NULL
lwb,vampire,k_grz_p.3400.,9999999.0,NULL
lwb,vampire,k_grz_p.3500.,9999999.0,NULL
lwb,vampire,k_grz_p.3600.,9999999.0,NULL
lwb,vampire,k_grz_p.3700.,9999999.0,NULL
lwb,vampire,k_grz_p.3800.,9999999.0,NULL
lwb,vampire,k_grz_p.3900.,9999999.0,NULL
lwb,vampire,k_grz_p.4000.,9999999.0,NULL
lwb,vampire,k_grz_p.4500.,9999999.0,NULL
lwb,vampire,k_grz_p.5000.,9999999.0,NULL
lwb,vampire,k_grz_p.5500.,9999999.0,NULL
lwb,vampire,k_grz_p.6000.,9999999.0,NULL
lwb,vampire,k_grz_p.6500.,9999999.0,NULL
lwb,vampire,k_grz_p.7000.,9999999.0,NULL
lwb,vampire,k_grz_p.8000.,9999999.0,NULL
lwb,vampire,k_lin_n.0010.,0.02, Sat  
lwb,vampire,k_lin_n.0020.,0.04, Sat  
lwb,vampire,k_lin_n.0030.,0.06, Sat  
lwb,vampire,k_lin_n.0040.,0.09, Sat  
lwb,vampire,k_lin_n.0050.,0.12, Sat  
lwb,vampire,k_lin_n.0060.,0.17, Sat  
lwb,vampire,k_lin_n.0070.,0.22, Sat  
lwb,vampire,k_lin_n.0080.,0.28, Sat  
lwb,vampire,k_lin_n.0090.,0.35, Sat  
lwb,vampire,k_lin_n.0100.,0.43, Sat  
lwb,vampire,k_lin_n.0200.,1.67, Sat  
lwb,vampire,k_lin_n.0300.,3.89, Sat  
lwb,vampire,k_lin_n.0400.,8.49, Sat  
lwb,vampire,k_lin_n.0500.,14.92, Sat  
lwb,vampire,k_lin_n.0600.,22.78, Sat  
lwb,vampire,k_lin_n.0700.,31.97, Sat  
lwb,vampire,k_lin_n.0800.,42.45, Sat  
lwb,vampire,k_lin_n.0900.,53.73, Sat  
lwb,vampire,k_lin_n.1000.,66.73, Sat  
lwb,vampire,k_lin_n.1100.,80.81, Sat  
lwb,vampire,k_lin_n.1200.,95.59, Sat  
lwb,vampire,k_lin_n.1300.,112.21, Sat  
lwb,vampire,k_lin_n.1400.,130.1, Sat  
lwb,vampire,k_lin_n.1500.,149.63, Sat  
lwb,vampire,k_lin_n.1600.,171.76, Sat  
lwb,vampire,k_lin_n.1700.,194.56, Sat  
lwb,vampire,k_lin_n.1800.,216.9, Sat  
lwb,vampire,k_lin_n.1900.,244.68, Sat  
lwb,vampire,k_lin_n.2000.,267.96, Sat  
lwb,vampire,k_lin_n.2100.,295.11, Sat  
lwb,vampire,k_lin_n.2200.,323.21, Sat  
lwb,vampire,k_lin_n.2300.,351.86, Sat  
lwb,vampire,k_lin_n.2400.,382.34, Sat  
lwb,vampire,k_lin_n.2500.,416.06, Sat  
lwb,vampire,k_lin_n.2600.,451.53, Sat  
lwb,vampire,k_lin_n.2700.,486.78, Sat  
lwb,vampire,k_lin_n.2800.,525.76, Sat  
lwb,vampire,k_lin_n.2900.,565.77, Sat  
